plz,ort,grundversorger,gv_tarif_stichtag_alt,gv_ap_stichtag_alt,gv_gp_stichtag_alt,gv_gesamtpreis_stichtag_alt,gv_tarif_stichtag_neu,gv_ap_stichtag_neu,gv_gp_stichtag_neu,gv_gesamtpreis_stichtag_neu,differenz_gv_gesamtpreis,sondertarif_stichtag_alt,sondertarif_stichtag_alt_ap,sondertarif_stichtag_alt_gp,sondertarif_stichtag_alt_gesamtpreis,sondertarif_stichtag_neu,sondertarif_stichtag_neu_ap,sondertarif_neu_gp,sondertarif_stichtag_neu_gesamtpreis,differenz_sondertarif_stichtag_alt_stichtag_neu,PLZ_FirstDigit
31249,Hohenhameln,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.52,113.98,1287.18,E.ON Grundversorgung Strom,33.52,113.98,1287.18,0.0,NEWfair Strom 3 ,21.84,130.05,894.45,SimplyFair Tarif,21.30639,150.5462,896.26985,1.81985,3
34519,Diemelsee,Energie Waldeck-Frankenberg GmbH,Grundversorgungtarif Classic,32.607,88.08,1229.325,Grundversorgungtarif Classic,32.607,88.08,1229.325,0.0,NEWfair Strom 3 ,20.39,107.6,821.25,SimplyFair Tarif,19.85639,128.1008,823.07445,1.82445,3
39264,Grimme,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.47,122.66,1294.11,E.ON Grundversorgung Strom,33.47,122.66,1294.11,0.0,NEWfair Strom 3 ,21.84,130.05,894.45,SimplyFair Tarif,21.30639,150.5462,896.26985,1.81985,3
36399,Freiensteinau,Kreiswerke Main-Kinzig GmbH,Grundversorgung,31.31,149.6,1245.45,Grundversorgung,31.31,149.6,1245.45,0.0,MAX Basic Strom 12,19.964,146.12,844.86,KlickStrom24 plus,19.65,140.81,828.56,-16.3,3
33813,Oerlinghausen,Stadtwerke Oerlinghausen GmbH,Grund- und Ersatzversorgung,31.6,84.6,1190.6,Grund- und Ersatzversorgung,31.6,84.6,1190.6,0.0,NEWfair Strom 3 ,22.43,102.0,887.05,SimplyFair Tarif,21.89639,122.5042,888.87785,1.82785,3
35398,Gießen,Stadtwerke Gießen AG,Grundversorgung,28.93,108.0,1120.55,Grundversorgung,28.93,108.0,1120.55,0.0,NEWfair Strom 3 ,18.44,148.0,793.4,SimplyFair Tarif,17.90639,168.5042,795.22785,1.82785,3
31177,Harsum,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.52,113.98,1287.18,E.ON Grundversorgung Strom,33.52,113.98,1287.18,0.0,NEWfair Strom 3 ,21.84,130.05,894.45,SimplyFair Tarif,21.30639,150.5462,896.26985,1.81985,3
30659,Hannover,enercity AG,enercity Strom natürlich versorgt,32.43,81.26,1216.31,enercity Strom natürlich versorgt,32.43,81.26,1216.31,0.0,NEWfair Strom 3 ,21.28,104.27,849.07,SimplyFair Tarif,20.74639,124.7731,850.89675,1.82675,3
38159,Vechelde,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.52,113.98,1287.18,E.ON Grundversorgung Strom,33.52,113.98,1287.18,0.0,NEWfair Strom 3 ,21.84,130.05,894.45,SimplyFair Tarif,21.30639,150.5462,896.26985,1.81985,3
36166,Haunetal,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,30.42,138.42,1203.12,E.ON Grundversorgung Strom,30.42,138.42,1203.12,0.0,SimplyFair Tarif,18.96639,156.6218,820.44545,SimplyFair Tarif,18.96639,156.6218,820.44545,0.0,3
39307,Paplitz,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.47,122.66,1294.11,E.ON Grundversorgung Strom,33.47,122.66,1294.11,0.0,NEWfair Strom 3 ,21.84,130.05,894.45,SimplyFair Tarif,21.30639,150.5462,896.26985,1.81985,3
38838,Aderstedt,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.47,122.66,1294.11,E.ON Grundversorgung Strom,33.47,122.66,1294.11,0.0,NEWfair Strom 3 ,21.84,130.05,894.45,SimplyFair Tarif,21.30639,150.5462,896.26985,1.81985,3
39343,Beendorf,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.47,122.66,1294.11,E.ON Grundversorgung Strom,33.47,122.66,1294.11,0.0,NEWfair Strom 3 ,21.84,130.05,894.45,SimplyFair Tarif,21.30639,150.5462,896.26985,1.81985,3
38440,Wolfsburg,LSW Energie GmbH & Co. KG,LSW KOMPAKTSTROM,24.057,84.9,926.895,LSW KOMPAKTSTROM,25.207,84.9,967.145,40.25,schwarzwald strom flex 12,20.12,126.05,830.25,SimplyFair Tarif,21.04639,127.8992,864.52285,34.27285,3
36093,Künzell,RhönEnergie Fulda GmbH,RhönStrom Komfort,31.92,100.0,1217.2,RhönStrom Komfort,31.92,100.0,1217.2,0.0,NEWfair Strom 3 ,19.5,136.12,818.62,SimplyFair Tarif,18.96639,156.6218,820.44545,1.82545,3
39319,Nielebock,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.47,122.66,1294.11,E.ON Grundversorgung Strom,33.47,122.66,1294.11,0.0,NEWfair Strom 3 ,21.84,130.05,894.45,SimplyFair Tarif,21.30639,150.5462,896.26985,1.81985,3
35440,Linden,Oberhessische Versorgungsbetriebe AG,ovagKlassik,33.58,141.12,1316.42,ovagKlassik,33.58,141.12,1316.42,0.0,MAX Basic Strom 12,18.634,158.0,810.19,KlickStrom24 plus,19.75,151.81,843.06,32.87,3
39359,Kathendorf,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.47,122.66,1294.11,E.ON Grundversorgung Strom,33.47,122.66,1294.11,0.0,NEWfair Strom 3 ,21.84,130.05,894.45,SimplyFair Tarif,21.30639,150.5462,896.26985,1.81985,3
34320,Söhrewald,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,30.42,138.42,1203.12,E.ON Grundversorgung Strom,30.42,138.42,1203.12,0.0,NEWfair Strom 3 ,20.13,157.24,861.79,SimplyFair Tarif,19.59639,177.7395,863.61315,1.82315,3
38828,Rodersdorf,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.47,122.66,1294.11,E.ON Grundversorgung Strom,33.47,122.66,1294.11,0.0,NEWfair Strom 3 ,21.84,130.05,894.45,SimplyFair Tarif,21.30639,150.5462,896.26985,1.81985,3
35110,Frankenau,Energie Waldeck-Frankenberg GmbH,Grundversorgungtarif Classic,32.607,88.08,1229.325,Grundversorgungtarif Classic,32.607,88.08,1229.325,0.0,NEWfair Strom 3 ,20.39,107.6,821.25,SimplyFair Tarif,19.85639,128.1008,823.07445,1.82445,3
36214,Nentershausen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,30.42,138.42,1203.12,E.ON Grundversorgung Strom,30.42,138.42,1203.12,0.0,NEWfair Strom 3 ,20.13,157.24,861.79,SimplyFair Tarif,19.59639,177.7395,863.61315,1.82315,3
39576,Stendal,"Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal",Grundversorgung,28.98,185.21,1199.51,Grundversorgung,28.98,185.21,1199.51,0.0,SimplyFair Tarif,20.72639,150.6387,876.06235,SimplyFair Tarif,20.72639,150.6387,876.06235,0.0,3
37318,Rohrberg,TEAG Thüringer Energie AG,Grundversorgung,41.93,145.72,1613.27,Grundversorgung,41.93,145.72,1613.27,0.0,NEWfair Strom 3 ,21.66,149.55,907.65,NEWfair Strom 3 ,21.385,137.33,885.805,-21.845,3
35112,Fronhausen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,30.42,138.42,1203.12,E.ON Grundversorgung Strom,30.42,138.42,1203.12,0.0,NEWfair Strom 3 ,20.13,157.24,861.79,SimplyFair Tarif,19.59639,177.7395,863.61315,1.82315,3
37276,Meinhard,Elektrizitätswerk Rohmund GmbH,Grund- und Ersatzversorgung,40.04,166.39,1567.79,Grund- und Ersatzversorgung,40.04,166.39,1567.79,0.0,MAX Basic Strom 12,23.324,150.6,966.94,SimplyFair Tarif,23.16639,166.1765,977.00015,10.06015,3
36399,Freiensteinau,Oberhessische Versorgungsbetriebe AG,ovagKlassik,33.58,141.12,1316.42,ovagKlassik,33.58,141.12,1316.42,0.0,MAX Basic Strom 12,19.964,146.12,844.86,KlickStrom24 plus,19.65,140.81,828.56,-16.3,3
31555,Suthfeld,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,31.99,125.8,1245.45,E.ON Grundversorgung Strom,31.99,125.8,1245.45,0.0,NEWfair Strom 3 ,21.83,169.66,933.71,SimplyFair Tarif,21.29639,190.1597,935.53335,1.82335,3
32791,Lage,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,32.23,157.42,1285.47,E.ON Grundversorgung Strom,32.23,157.42,1285.47,0.0,MAX Basic Strom 12,23.034,100.81,907.0,KlickStrom24 plus,24.34,90.81,942.71,35.71,3
31691,Seggebruch,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,31.99,125.8,1245.45,E.ON Grundversorgung Strom,31.99,125.8,1245.45,0.0,NEWfair Strom 3 ,21.83,169.66,933.71,SimplyFair Tarif,21.29639,190.1597,935.53335,1.82335,3
38685,Langelsheim,Harz Energie GmbH & Co. KG,Harz Energie basisStrom,32.9,83.996,1235.496,Harz Energie basisStrom,29.8,115.92,1158.92,-76.576,MAX Basic Strom 12,20.774,133.33,860.42,KlickStrom24 plus,21.31,130.31,876.16,15.74,3
38678,Clausthal-Zellerfeld,Stadtwerke Clausthal-Zellerfeld GmbH,Grundversorgung,33.55,120.0,1294.25,Grundversorgung,33.55,120.0,1294.25,0.0,NEWfair Strom 3 ,20.22,134.92,842.62,SimplyFair Tarif,19.68639,155.4202,844.44385,1.82385,3
33098,Paderborn,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,32.23,157.42,1285.47,E.ON Grundversorgung Strom,32.23,157.42,1285.47,0.0,PaderFixStrom,22.376,151.32,934.48,PaderFixStrom,22.376,151.32,934.48,0.0,3
38373,Frellstedt,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.52,113.98,1287.18,E.ON Grundversorgung Strom,33.52,113.98,1287.18,0.0,NEWfair Strom 3 ,21.49,134.37,886.52,SimplyFair Tarif,20.95639,154.8739,888.34755,1.82755,3
34359,Reinhardshagen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,30.42,138.42,1203.12,E.ON Grundversorgung Strom,30.42,138.42,1203.12,0.0,NEWfair Strom 3 ,20.13,157.24,861.79,SimplyFair Tarif,19.59639,177.7395,863.61315,1.82315,3
39317,Ferchland,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.47,122.66,1294.11,E.ON Grundversorgung Strom,33.47,122.66,1294.11,0.0,NEWfair Strom 3 ,21.84,130.05,894.45,SimplyFair Tarif,21.30639,150.5462,896.26985,1.81985,3
37339,Leinefelde-Worbis,TEAG Thüringer Energie AG,Grundversorgung,41.93,145.72,1613.27,Grundversorgung,41.93,145.72,1613.27,0.0,NEWfair Strom 3 ,21.66,149.55,907.65,NEWfair Strom 3 ,21.385,137.33,885.805,-21.845,3
38368,Querenhorst,LSW Energie GmbH & Co. KG,LSW KOMPAKTSTROM,24.057,84.9,926.895,LSW KOMPAKTSTROM,25.207,84.9,967.145,40.25,schwarzwald strom flex 12,20.12,126.05,830.25,SimplyFair Tarif,20.37639,127.8992,841.07285,10.82285,3
31275,Lehrte,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,31.7,92.8,1202.3,E.ON Grundversorgung Strom,31.7,92.8,1202.3,0.0,MAX Basic Strom 12,21.414,118.5,867.99,SimplyFair Tarif,21.20639,129.563,871.78665,3.79665,3
38530,Didderse,LSW Energie GmbH & Co. KG,LSW KOMPAKTSTROM,24.057,84.9,926.895,LSW KOMPAKTSTROM,25.207,84.9,967.145,40.25,schwarzwald strom flex 12,20.12,126.05,830.25,SimplyFair Tarif,20.37639,127.8992,841.07285,10.82285,3
36287,Breitenbach,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,30.42,138.42,1203.12,E.ON Grundversorgung Strom,30.42,138.42,1203.12,0.0,NEWfair Strom 3 ,20.13,157.24,861.79,SimplyFair Tarif,19.59639,177.7395,863.61315,1.82315,3
39307,Genthin,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.47,122.66,1294.11,E.ON Grundversorgung Strom,33.47,122.66,1294.11,0.0,NEWfair Strom 3 ,21.84,130.05,894.45,SimplyFair Tarif,21.30639,150.5462,896.26985,1.81985,3
37115,Duderstadt,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,28.74,136.28,1142.18,E.ON Grundversorgung Strom,28.74,136.28,1142.18,0.0,NEWfair Strom 3 ,20.46,164.44,880.54,SimplyFair Tarif,19.92639,184.9412,882.36485,1.82485,3
49838,Langen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,32.89,167.2,1318.35,E.ON Grundversorgung Strom,32.89,167.2,1318.35,0.0,NEWfair Strom 3 ,22.5,129.74,917.24,SimplyFair Tarif,21.96639,150.2437,919.06735,1.82735,4
49448,Stemshorn,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,32.89,167.2,1318.35,E.ON Grundversorgung Strom,32.89,167.2,1318.35,0.0,NEWfair Strom 3 ,22.5,129.74,917.24,SimplyFair Tarif,21.96639,150.2437,919.06735,1.82735,4
49733,Haren,EWE VERTRIEB GmbH,EWE Strom comfort,32.73109,173.3445,1318.93265,EWE Strom comfort,32.73109,173.3445,1318.93265,0.0,strompur,19.09244,166.1647,834.4001,KlickStrom24 plus,18.69,169.02,823.17,-11.2301,4
48341,Altenberge,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,NEWfair Strom 3 ,22.5,129.74,917.24,SimplyFair Tarif,21.96639,150.2437,919.06735,1.82735,4
49448,Marl,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,32.89,167.2,1318.35,E.ON Grundversorgung Strom,32.89,167.2,1318.35,0.0,NEWfair Strom 3 ,22.5,129.74,917.24,SimplyFair Tarif,21.96639,150.2437,919.06735,1.82735,4
48485,Neuenkirchen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,NEWfair Strom 3 ,22.5,129.74,917.24,SimplyFair Tarif,21.96639,150.2437,919.06735,1.82735,4
41542,Dormagen,evd Energieversorgung Dormagen GmbH,evd strom klassik ,33.6,156.88,1332.88,evd strom klassik ,33.6,156.88,1332.88,0.0,NEWfair Strom 3 ,18.78,208.69,865.99,SimplyFair Tarif,18.24639,229.1933,867.81695,1.82695,4
45479,Mülheim,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,NEWfair Strom 3 ,23.17,129.74,940.69,SimplyFair Tarif,22.63639,150.2437,942.51735,1.82735,4
49577,Kettenkamp,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,32.89,167.2,1318.35,E.ON Grundversorgung Strom,32.89,167.2,1318.35,0.0,NEWfair Strom 3 ,22.77,129.74,926.69,SimplyFair Tarif,22.23639,150.2437,928.51735,1.82735,4
48167,Münster,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,SimplyFair Tarif,19.00639,165.4286,830.65225,SimplyFair Tarif,19.00639,165.4286,830.65225,0.0,4
48249,Dülmen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,SimplyFair Tarif,19.24639,137.8992,811.52285,SimplyFair Tarif,19.24639,137.8992,811.52285,0.0,4
48282,Emsdetten,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,SimplyFair Tarif,21.81639,138.5798,902.15345,SimplyFair Tarif,21.81639,138.5798,902.15345,0.0,4
49453,Wetschen,Stadtwerke EVB Huntetal GmbH,strom_grundversorgung,33.88,131.63,1317.43,strom_grundversorgung,33.88,131.63,1317.43,0.0,MAX Basic Strom 12,22.094,122.4,895.69,SimplyFair Tarif,21.96639,150.2437,919.06735,23.37735,4
46514,Schermbeck,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,NEWfair Strom 3 ,22.5,129.74,917.24,SimplyFair Tarif,21.96639,150.2437,919.06735,1.82735,4
49624,Löningen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,32.89,167.2,1318.35,E.ON Grundversorgung Strom,32.89,167.2,1318.35,0.0,SimplyFair Tarif,18.14639,179.6723,814.79595,SimplyFair Tarif,18.14639,179.6723,814.79595,0.0,4
41516,Grevenbroich,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,SimplyFair Tarif,21.51639,137.9832,891.05685,SimplyFair Tarif,21.51639,137.9832,891.05685,0.0,4
42283,Wuppertal,WSW Energie & Wasser AG,WSW STROM CLASSIC,38.83,118.54,1477.59,WSW STROM CLASSIC,34.24,129.5,1327.9,-149.69,Strom Classic,23.39496,103.5126,922.3362,SimplyFair Tarif,22.60639,134.6387,925.86235,3.52615,4
49509,Recke,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,NEWfair Strom 3 ,20.46,134.95,851.05,SimplyFair Tarif,19.92639,155.4538,852.87745,1.82745,4
48282,Emsdetten,Stadtwerke Emsdetten GmbH,ems.natur komfort ,33.53,120.0,1293.55,ems.natur komfort ,32.33,120.0,1251.55,-42.0,SimplyFair Tarif,21.81639,138.5798,902.15345,SimplyFair Tarif,21.81639,138.5798,902.15345,0.0,4
49088,Osnabrück,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,32.89,167.2,1318.35,E.ON Grundversorgung Strom,32.89,167.2,1318.35,0.0,SimplyFair Tarif,20.39639,116.7479,830.62155,SimplyFair Tarif,20.39639,116.7479,830.62155,0.0,4
49824,Emlichheim,nvb Nordhorner Versorgungsbetriebe GmbH,nvb basis,30.99,120.0,1204.65,nvb basis,30.99,120.0,1204.65,0.0,NEWfair Strom 3 ,20.68,124.97,848.77,SimplyFair Tarif,20.14639,145.4706,850.59425,1.82425,4
47809,Krefeld,SWK ENERGIE GmbH,Grundversorgung,34.857,185.76,1405.755,Grundversorgung,34.857,185.76,1405.755,0.0,NEWfair Strom 3 ,21.33,170.2,916.75,SimplyFair Tarif,20.79639,190.6975,918.57115,1.82115,4
48720,Rosendahl,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,SimplyFair Tarif,19.57639,112.0,797.17365,SimplyFair Tarif,19.57639,112.0,797.17365,0.0,4
48151,Münster,Stadtwerke Münster GmbH,Münster:ideal,33.97,128.56,1317.51,Münster:ideal,33.97,128.56,1317.51,0.0,NEWfair Strom 3 ,19.54,144.93,828.83,SimplyFair Tarif,19.00639,165.4286,830.65225,1.82225,4
48612,Horstmar,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,MAX Basic Strom 12,20.574,101.5,821.59,KlickStrom24 plus,21.1,91.81,830.31,8.72,4
45894,Gelsenkirchen,Emscher Lippe Energie GmbH,ELE stromPlus,36.67,107.23,1390.68,ELE stromPlus,33.55,137.66,1311.91,-78.77,NEWfair Strom 3 ,22.69,86.08,880.23,SimplyFair Tarif,22.15639,106.5798,882.05345,1.82345,4
49459,Quernheimerbruch,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,32.89,167.2,1318.35,E.ON Grundversorgung Strom,32.89,167.2,1318.35,0.0,NEWfair Strom 3 ,22.5,129.74,917.24,SimplyFair Tarif,21.96639,150.2437,919.06735,1.82735,4
45657,Recklinghausen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,NEWfair Strom 3 ,23.17,129.74,940.69,SimplyFair Tarif,22.63639,150.2437,942.51735,1.82735,4
42111,Wuppertal,WSW Energie & Wasser AG,WSW STROM CLASSIC,38.83,118.54,1477.59,WSW STROM CLASSIC,34.24,129.5,1327.9,-149.69,SimplyFair Tarif,22.60639,134.6387,925.86235,SimplyFair Tarif,22.60639,134.6387,925.86235,0.0,4
48527,Nordhorn,nvb Nordhorner Versorgungsbetriebe GmbH,nvb basis,30.99,120.0,1204.65,nvb basis,30.99,120.0,1204.65,0.0,NEWfair Strom 3 ,20.95,124.97,858.22,SimplyFair Tarif,20.41639,145.4706,860.04425,1.82425,4
41812,Erkelenz,EWV Energie- und Wasser-Versorgung GmbH,EWVSTROM,35.2,92.28,1324.28,EWVSTROM,35.2,92.28,1324.28,0.0,SimplyFair Tarif,21.51639,137.9832,891.05685,SimplyFair Tarif,21.51639,137.9832,891.05685,0.0,4
44649,Herne,Stadtwerke Herne AG,StadtwerkeComfort Strom,33.57,118.39,1293.34,StadtwerkeComfort Strom,33.57,118.39,1293.34,0.0,NEWfair Strom 3 ,22.3,125.99,906.49,SimplyFair Tarif,21.76639,146.4874,908.31105,1.82105,4
49692,Cappeln,EWE VERTRIEB GmbH,EWE Strom comfort,32.73109,173.3445,1318.93265,EWE Strom comfort,32.73109,173.3445,1318.93265,0.0,NEWfair Strom 3 ,18.68,159.17,812.97,SimplyFair Tarif,18.14639,179.6723,814.79595,1.82595,4
49090,Osnabrück,Stadtwerke Osnabrück AG,Strom klassik,32.6,108.0,1249.0,Strom klassik,32.6,108.0,1249.0,0.0,NEWfair Strom 3 ,20.93,96.25,828.8,SimplyFair Tarif,20.39639,116.7479,830.62155,1.82155,4
49832,Andervenne,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,32.89,167.2,1318.35,E.ON Grundversorgung Strom,32.89,167.2,1318.35,0.0,NEWfair Strom 3 ,22.5,129.74,917.24,SimplyFair Tarif,21.96639,150.2437,919.06735,1.82735,4
44799,Bochum,Stadtwerke Bochum GmbH,StadtwerkeBasis Strom,32.62,121.68,1263.38,StadtwerkeBasis Strom,32.62,121.68,1263.38,0.0,StadtwerkeFlex Ökostrom,26.27,156.36,,StadtwerkeFlex Ökostrom,27.39,156.36,,,4
45889,Gelsenkirchen,Emscher Lippe Energie GmbH,ELE stromPlus,36.67,107.23,1390.68,ELE stromPlus,33.55,137.66,1311.91,-78.77,NEWfair Strom 3 ,22.69,86.08,880.23,SimplyFair Tarif,22.15639,106.5798,882.05345,1.82345,4
49453,Barver,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,32.89,167.2,1318.35,E.ON Grundversorgung Strom,32.89,167.2,1318.35,0.0,NEWfair Strom 3 ,22.5,129.74,917.24,SimplyFair Tarif,21.96639,150.2437,919.06735,1.82735,4
42369,Wuppertal,EWR GmbH,EWR*STROM Grundversorgung,32.99,170.5,1325.15,EWR*STROM Grundversorgung,32.99,170.5,1325.15,0.0,MAX Basic Strom 12,19.494,166.0,848.29,KlickStrom24 plus,20.16,176.81,882.41,34.12,4
42279,Wuppertal,AVU Aktiengesellschaft für Versorgungs-Unternehmen,AVU comfortstrom Privat,29.96,118.12,1166.72,AVU comfortstrom Privat,29.96,118.12,1166.72,0.0,MAX Basic Strom 12,22.014,124.55,895.04,SimplyFair Tarif,22.60639,134.6387,925.86235,30.82235,4
47798,Krefeld,SWK ENERGIE GmbH,Grundversorgung,34.857,185.76,1405.755,Grundversorgung,34.857,185.76,1405.755,0.0,NEWfair Strom 3 ,21.33,170.2,916.75,SimplyFair Tarif,20.79639,190.6975,918.57115,1.82115,4
40599,Düsseldorf,Stadtwerke Düsseldorf AG,Düsselstrom Klassik,32.29,74.88,1205.03,Düsselstrom Klassik,32.29,74.88,1205.03,0.0,NEWfair Strom 3 ,21.82,60.86,824.56,SimplyFair Tarif,21.28639,81.3613,826.38495,1.82495,4
47589,Uedem,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,NEWfair Strom 3 ,22.5,129.74,917.24,SimplyFair Tarif,21.96639,150.2437,919.06735,1.82735,4
49201,Dissen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,32.89,167.2,1318.35,E.ON Grundversorgung Strom,32.89,167.2,1318.35,0.0,SimplyFair Tarif,17.64639,131.5378,749.16145,SimplyFair Tarif,17.64639,131.5378,749.16145,0.0,4
49624,Löningen,EWE VERTRIEB GmbH,EWE Strom comfort,32.73109,173.3445,1318.93265,EWE Strom comfort,32.73109,173.3445,1318.93265,0.0,SimplyFair Tarif,18.14639,179.6723,814.79595,SimplyFair Tarif,18.14639,179.6723,814.79595,0.0,4
45130,Essen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,NEWfair Strom 3 ,23.57,129.74,954.69,SimplyFair Tarif,23.03639,150.2437,956.51735,1.82735,4
49439,Steinfeld,EWE VERTRIEB GmbH,EWE Strom comfort,32.73109,173.3445,1318.93265,EWE Strom comfort,32.73109,173.3445,1318.93265,0.0,strompur,19.09244,166.1647,834.4001,KlickStrom24 plus,18.69,169.02,823.17,-11.2301,4
48599,Gronau,Stadtwerke Gronau GmbH,Strom klassik,34.902,152.567,1374.137,Strom klassik,34.902,152.567,1374.137,0.0,NEWfair Strom 3 ,21.97,145.16,914.11,SimplyFair Tarif,21.43639,165.6639,915.93755,1.82755,4
47445,Moers,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,SimplyFair Tarif,18.64639,229.1933,881.81695,SimplyFair Tarif,18.64639,229.1933,881.81695,0.0,4
45133,Essen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,33.21,167.2,1329.55,E.ON Grundversorgung Strom,33.21,167.2,1329.55,0.0,NEWfair Strom 3 ,23.57,129.74,954.69,SimplyFair Tarif,23.03639,150.2437,956.51735,1.82735,4
44263,Dortmund,DEW21 (Dortmunder Energie- und Wasserversorgung GmbH),Unser Strom.standard,34.914,140.17,1362.16,Unser Strom.standard,34.914,140.17,1362.16,0.0,NEWfair Strom 3 ,20.03,151.02,852.07,SimplyFair Tarif,19.49639,171.521,853.89465,1.82465,4
49453,Dickel,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,32.89,167.2,1318.35,E.ON Grundversorgung Strom,32.89,167.2,1318.35,0.0,NEWfair Strom 3 ,22.5,129.74,917.24,SimplyFair Tarif,21.96639,150.2437,919.06735,1.82735,4
44627,Herne,Stadtwerke Bochum GmbH,StadtwerkeBasis Strom,32.62,121.68,1263.38,StadtwerkeBasis Strom,32.62,121.68,1263.38,0.0,StadtwerkeFlex Ökostrom,26.27,156.36,,StadtwerkeFlex Ökostrom,27.39,156.36,,,4
44225,Dortmund,DEW21 (Dortmunder Energie- und Wasserversorgung GmbH),Unser Strom.standard,34.914,140.17,1362.16,Unser Strom.standard,34.914,140.17,1362.16,0.0,NEWfair Strom 3 ,20.03,151.02,852.07,SimplyFair Tarif,19.49639,171.521,853.89465,1.82465,4
